cate_product_title,cate_pirce,cate_vendor,cate_voucher,cate_new_tag,listing_link,listing_link,Brand,Product type,Profile,Layout size,Layout standard,Layout ergonomics,Hot-swappable,Knob support,Rgb support,Display support,QMK/VIA,Connection,Battery capacity,Mount style,Case material,Keycap material,scraping_date
Meletrix Zoom75 EE GT silver,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-gt-silver-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-gt-silver-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Milk tea,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-milk-tea-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-milk-tea-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Blush pink,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-blush-pink-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-blush-pink-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Wild Green,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-wild-green-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-wild-green-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Lilac,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-lilac-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-lilac-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Sky Blue,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-sky-blue-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-sky-blue-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Navy,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-navy-1,https://keeb-finder.com/keyboards/zoom75-essential-edition-navy-1,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Milky Green,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-milky-green-kr,https://keeb-finder.com/keyboards/zoom75-essential-edition-milky-green-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Black,$179,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-ee-black-wired-kr,https://keeb-finder.com/keyboards/zoom75-ee-black-wired-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE White,$179,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-ee-white-wired-kr,https://keeb-finder.com/keyboards/zoom75-ee-white-wired-kr,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom98 KLE Space Grey,$295,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-space-gray,https://keeb-finder.com/keyboards/zoom98-kle-space-gray,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Meletrix Zoom75 KLE Space Grey,$279,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-space-gray,https://keeb-finder.com/keyboards/zoom75-kle-space-gray,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Meletrix Zoom75 Special Edition Space Grey,$249,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-special-edition-space-gray,https://keeb-finder.com/keyboards/zoom75-special-edition-space-gray,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Meletrix ZoomPad Special Edition Space Grey,$109,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-special-edition-space-grey,https://keeb-finder.com/keyboards/zoompad-special-edition-space-grey,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Meletrix ZoomPad KLE Space Grey,$107,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-kle-space-gray,https://keeb-finder.com/keyboards/zoompad-kle-space-gray,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Meletrix ZoomPad KLE Anodized Lavender,$107,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-kle-anodized-lavender,https://keeb-finder.com/keyboards/zoompad-kle-anodized-lavender,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix ZoomPad KLE EWhite,$103,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-kle-ewhite,https://keeb-finder.com/keyboards/zoompad-kle-ewhite,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE Milk Tea,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-milk-tea,https://keeb-finder.com/keyboards/zoom98-kle-milk-tea,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE Black,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-black,https://keeb-finder.com/keyboards/zoom98-kle-black,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE Sky Blue,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-sky-blue,https://keeb-finder.com/keyboards/zoom98-kle-sky-blue,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE White,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-white,https://keeb-finder.com/keyboards/zoom98-kle-white,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE Strawberry Icecream,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-strawberry-icecream,https://keeb-finder.com/keyboards/zoom98-kle-strawberry-icecream,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE Anodized Lavender,$295,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-anodized-lavender,https://keeb-finder.com/keyboards/zoom98-kle-anodized-lavender,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 KLE Ewhite,$275,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-kle-ewhite,https://keeb-finder.com/keyboards/zoom98-kle-ewhite,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE Sky Blue,$229,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-sky-blue,https://keeb-finder.com/keyboards/zoom75-kle-sky-blue,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE White,$229,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-white,https://keeb-finder.com/keyboards/zoom75-kle-white,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE Strawberry Icecream,$229,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-strawberry-icecream,https://keeb-finder.com/keyboards/zoom75-kle-strawberry-icecream,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE Anodized Lavender,$279,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom7-kle-anodized-lavender,https://keeb-finder.com/keyboards/zoom7-kle-anodized-lavender,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE Ewhite,$259,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-ewhite,https://keeb-finder.com/keyboards/zoom75-kle-ewhite,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE Black,$229,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-black,https://keeb-finder.com/keyboards/zoom75-kle-black,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 KLE Milk Tea,$229,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-kle-milk-tea,https://keeb-finder.com/keyboards/zoom75-kle-milk-tea,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE Space Grey,$265,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-space-gray,https://keeb-finder.com/keyboards/zoom98-se-space-gray,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Meletrix ZoomPad x Teacaps Brown Sugar Boba edition,$105,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-x-teacaps-brown-sugar-boba-edition,https://keeb-finder.com/keyboards/zoompad-x-teacaps-brown-sugar-boba-edition,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,No,Yes,No,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom75 x Teacaps Brown Sugar Boba edition,$255,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-x-teacaps,https://keeb-finder.com/keyboards/zoom75-x-teacaps,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Milk Tea,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-milk-tea,https://keeb-finder.com/keyboards/zoom98-ee-milk-tea,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Sky Blue,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-sky-blue,https://keeb-finder.com/keyboards/zoom98-ee-sky-blue,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Black,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-black,https://keeb-finder.com/keyboards/zoom98-ee-black,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE White,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-white,https://keeb-finder.com/keyboards/zoom98-ee-white,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Strawberry Icecream,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-strawberry-icecream,https://keeb-finder.com/keyboards/zoom98-ee-strawberry-icecream,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE Anodized Lavender,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-anodized-lavender,https://keeb-finder.com/keyboards/zoom98-se-anodized-lavender,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE Ewhite,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-e-white,https://keeb-finder.com/keyboards/zoom98-se-e-white,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix ZOOM98 NonFlex Cut PCB Twokeys ModuleStainless Steel Weight,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-wired-non-flex-cut-pcb-with-lcd-screen-module-stainless-steel-weight,https://keeb-finder.com/keyboards/zoom98-wired-non-flex-cut-pcb-with-lcd-screen-module-stainless-steel-weight,Meletrix,Keyboard,Normal Profile,98%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"2.4 GHz, Wireless",2250 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM98 Trimode NonFlex Cut PCB LCD Screen ModuleStainless Steel Weight,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-tri-mode-non-flex-cut-pcb-with-lcd-screen-module-stainless-steel-weight,https://keeb-finder.com/keyboards/zoom98-tri-mode-non-flex-cut-pcb-with-lcd-screen-module-stainless-steel-weight,Meletrix,Keyboard,Normal Profile,98%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"2.4 GHz, Wireless",2250 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM98 NonFlex Cut PCB Twokeys ModuleAlu Weight,$179,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-wired-non-flex-cut-pcb-with-two-keys-module-alu-weight,https://keeb-finder.com/keyboards/zoom98-wired-non-flex-cut-pcb-with-two-keys-module-alu-weight,Meletrix,Keyboard,Normal Profile,98%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"2.4 GHz, Wireless",2250 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM98 Trimode NonFlex Cut PCB LCD Screen ModuleAlu Weight,$205,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-tri-mode-non-flex-cut-pcb-with-lcd-screen-module-alu-weight,https://keeb-finder.com/keyboards/zoom98-tri-mode-non-flex-cut-pcb-with-lcd-screen-module-alu-weight,Meletrix,Keyboard,Normal Profile,98%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"2.4 GHz, Wireless",2250 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM98 Trimode Flex Cut PCB LCD Screen ModuleStainless Steel Weight,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-tri-mode-flex-cut-hotswap-rgb-pcb-version-stainless-steel-weight,https://keeb-finder.com/keyboards/zoom98-tri-mode-flex-cut-hotswap-rgb-pcb-version-stainless-steel-weight,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,Yes,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix ZOOM98 Trimode Flex Cut PCB LCD Screen ModuleAlu Weight,$205,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-special-edition-with-tri-mode-pcb-version,https://keeb-finder.com/keyboards/zoom98-special-edition-with-tri-mode-pcb-version,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,Yes,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix ZOOM65 V25 Essential Edition Trimode NonFlex Cut PCB,$175,Meletrix,None,None,https://keeb-finder.com/keyboards/copy-of-zoom65-v2-5-essential-edition-with-tri-mode-non-flex-cut-hotswap-rgb-pcb,https://keeb-finder.com/keyboards/copy-of-zoom65-v2-5-essential-edition-with-tri-mode-non-flex-cut-hotswap-rgb-pcb,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM65 V25 Essential Edition Trimode Flex Cut PCB,$175,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-5-essential-edition,https://keeb-finder.com/keyboards/zoom65-v2-5-essential-edition,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM65 V25 Special Edition,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-5-special-edition,https://keeb-finder.com/keyboards/zoom65-v2-5-special-edition,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM ESSENTIAL EDITIONScarlet Red XMas Edition,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom-tkl-ee-barebones-keyboard-kit,https://keeb-finder.com/keyboards/zoom-tkl-ee-barebones-keyboard-kit,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,No,No,Yes,"Bluetooth, Wireless",2250 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix ZoomPad Special Edition Anodized Orange,$100,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-special-edition-anodized-orange,https://keeb-finder.com/keyboards/zoompad-special-edition-anodized-orange,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",600 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Meletrix ZOOMPAD X SUNE,$109,Meletrix,None,None,https://keeb-finder.com/keyboards/zoompad-x-kitsune,https://keeb-finder.com/keyboards/zoompad-x-kitsune,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"2.4 GHz, Wireless",600 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Meletrix Sold Out ZOOM75 X SUNE,$259,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-x-kitsune,https://keeb-finder.com/keyboards/zoom75-x-kitsune,Meletrix,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"2.4 GHz, Wireless",-,Gasket Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom75 EE Scarlet Red,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-scarlet-red-1,https://keeb-finder.com/keyboards/zoom75-essential-edition-scarlet-red-1,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Teal,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-teal-1,https://keeb-finder.com/keyboards/zoom75-essential-edition-teal-1,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Plum,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-plum-1,https://keeb-finder.com/keyboards/zoom75-essential-edition-plum-1,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Cyber Yellow,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-cyber-yellow-1,https://keeb-finder.com/keyboards/zoom75-essential-edition-cyber-yellow-1,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 EE Cool Grey,$199,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-cool-grey-1,https://keeb-finder.com/keyboards/zoom75-essential-edition-cool-grey-1,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom65 Essential Edition V2 Scarlet Red,$175,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-scarlet-red,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-scarlet-red,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 White,$175,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Ivory Cream,$175,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-ivory-cream,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-ivory-cream,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Black,$175,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-black,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-black,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM EE ESSENTIAL EDITIONScarlet Red,$189,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom-tkl-ee-version-scarlet-red,https://keeb-finder.com/keyboards/zoom-tkl-ee-version-scarlet-red,Meletrix,Keyboard,Normal Profile,80%,ISO,Normal,Yes,Yes,No,No,Yes,"Bluetooth, Wireless",2250 mAh,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM ESSENTIAL EDITIONBlush Pink,$189,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom-tkl-ee-version-blush-pink,https://keeb-finder.com/keyboards/zoom-tkl-ee-version-blush-pink,Meletrix,Keyboard,Normal Profile,80%,ISO,Normal,Yes,Yes,No,No,Yes,"Bluetooth, Wireless",2250 mAh,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM ESSENTIAL EDITIONCool Grey,$189,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom-tkl-cool-grey,https://keeb-finder.com/keyboards/zoom-tkl-cool-grey,Meletrix,Keyboard,Normal Profile,80%,ISO,Normal,Yes,Yes,No,No,Yes,"Bluetooth, Wireless",2250 mAh,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix ZOOM ESSENTIAL EDITIONFaint Blurple,$189,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom-tkl-ee-version-faint-blurple,https://keeb-finder.com/keyboards/zoom-tkl-ee-version-faint-blurple,Meletrix,Keyboard,Normal Profile,80%,ISO,Normal,Yes,Yes,No,No,Yes,"Bluetooth, Wireless",2250 mAh,Tray Mount,Plastic,Unknown,2024-03-28
